EmpName,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary
Amanda Garza,0.36,0.4,2.0,105.0,3.0,0,0,RandD,low
David Bradley,0.89,0.55,3.0,260.0,2.0,0,0,RandD,low
Stanley Roberson,0.78,0.87,3.0,183.0,4.0,0,0,RandD,low
Gene Wilson,0.81,0.56,4.0,262.0,3.0,0,0,RandD,medium
Myrtle Banks,0.61,0.78,4.0,244.0,4.0,0,0,RandD,medium
Jacob Collier,0.23,0.96,4.0,242.0,6.0,0,0,marketing,medium
Beulah Lawson,0.73,1.0,4.0,146.0,3.0,0,0,sales,medium
Etta Bush,0.4,0.65,4.0,252.0,6.0,0,0,accounting,medium
Billy Harris,0.99,0.63,5.0,229.0,2.0,0,0,support,medium
Ollie Anderson,0.62,0.54,4.0,170.0,3.0,0,0,technical,medium
Genevieve Mullins,0.61,0.93,3.0,250.0,4.0,0,0,management,medium
Ronnie Collier,0.9,0.98,2.0,243.0,3.0,0,0,marketing,medium
Randy King,0.93,0.67,4.0,135.0,3.0,1,0,marketing,medium
Dustin Blair,0.52,0.75,4.0,266.0,3.0,0,0,marketing,medium
Rosetta Burns,0.77,0.72,4.0,223.0,3.0,0,0,sales,medium
Jackson Fletcher,0.59,0.76,4.0,234.0,3.0,0,0,sales,high
Jesus Cohen,0.51,0.59,4.0,187.0,3.0,0,0,sales,low
Irene Holland,0.67,0.95,3.0,229.0,3.0,0,0,sales,medium
Josie Rios,0.95,0.65,3.0,155.0,2.0,1,0,sales,medium
Eugene Graves,0.75,0.76,3.0,246.0,3.0,0,0,sales,medium
Harry Bowers,0.54,0.61,3.0,152.0,3.0,0,0,sales,medium
Franklin Garcia,0.45,0.71,2.0,172.0,2.0,0,0,sales,low
Mabelle Griffith,0.66,0.66,4.0,255.0,5.0,0,0,sales,low
Luke Jenkins,0.36,0.69,3.0,98.0,2.0,0,0,sales,low
Gene Rowe,0.3,0.47,6.0,141.0,6.0,0,0,sales,low
Walter Wilson,0.61,0.63,4.0,146.0,4.0,1,0,sales,low
Nora Robertson,0.71,0.7,4.0,213.0,3.0,0,0,sales,low
Theresa Aguilar,0.6,0.99,4.0,160.0,3.0,0,0,sales,low
Edgar Daniel,0.19,0.61,3.0,272.0,4.0,0,0,sales,low
Alexander Collins,0.91,1.0,4.0,125.0,4.0,0,0,sales,medium
Linnie Blake,0.98,0.69,3.0,152.0,2.0,0,0,sales,medium
Lida Manning,0.9,0.78,3.0,162.0,2.0,0,0,sales,medium
Amy Bailey,0.73,0.94,3.0,251.0,6.0,0,0,sales,medium
Elsie Armstrong,0.52,0.56,3.0,225.0,3.0,0,0,accounting,medium
Aaron Riley,0.77,0.56,3.0,236.0,3.0,1,0,accounting,medium
Joe Ray,0.98,0.62,3.0,203.0,2.0,0,0,accounting,medium
Isaiah Roberts,0.79,0.5,4.0,252.0,3.0,1,0,hr,medium
Jordan Harmon,0.73,0.91,3.0,135.0,2.0,0,0,hr,medium
Kate Tyler,0.97,0.95,3.0,257.0,2.0,0,0,hr,medium
Leila Wheeler,0.38,0.6,5.0,145.0,5.0,0,0,hr,medium
Georgie Bowman,0.59,0.48,5.0,267.0,3.0,0,0,technical,medium
Carolyn Neal,0.73,0.79,4.0,208.0,5.0,0,0,technical,medium
Lela Ward,0.84,0.53,4.0,206.0,3.0,0,0,technical,medium
Sue Murphy,0.61,0.59,4.0,247.0,2.0,0,0,technical,medium
Bessie Bass,0.79,0.78,2.0,228.0,2.0,0,0,technical,medium
Isaiah Doyle,0.73,0.91,4.0,248.0,2.0,1,0,technical,medium
Bruce Bishop,0.22,0.9,4.0,209.0,5.0,0,0,technical,medium
Virgie Long,0.84,0.52,5.0,171.0,3.0,0,0,technical,medium
Dorothy Castro,0.21,0.85,6.0,221.0,5.0,0,0,technical,medium
Sean Smith,0.44,0.69,2.0,173.0,2.0,0,0,technical,medium
Ian Hall,0.2,0.52,5.0,218.0,5.0,0,0,technical,medium
Lettie Jennings,0.51,0.86,4.0,223.0,3.0,1,0,support,medium
Hilda Dean,0.55,0.98,3.0,169.0,2.0,0,0,support,medium
George Long,0.24,0.38,6.0,109.0,2.0,0,0,support,medium
Hester Perkins,0.65,0.77,4.0,273.0,2.0,0,0,support,high
Rebecca Bowers,0.44,0.42,3.0,178.0,3.0,0,0,support,high
Edward Moody,0.98,0.67,4.0,189.0,4.0,0,0,support,high
Harold Reese,0.69,0.8,5.0,203.0,2.0,1,0,support,high
Eugenia Massey,0.71,0.56,3.0,177.0,4.0,0,0,support,high
Ivan Lucas,0.54,0.71,5.0,253.0,2.0,1,0,support,high
Pearl McKenzie,0.77,0.98,3.0,273.0,3.0,0,0,support,high
Belle Nelson,0.53,0.43,2.0,139.0,3.0,0,0,support,high
Mabel Reynolds,0.64,0.72,3.0,185.0,2.0,1,0,technical,high
Adam Vargas,0.69,0.59,5.0,182.0,4.0,0,0,technical,high
Ora Mendoza,0.93,0.71,5.0,270.0,2.0,0,0,technical,high
Lillie Griffin,0.58,0.65,3.0,139.0,4.0,0,0,management,high
Beatrice Bradley,0.33,0.46,5.0,261.0,6.0,1,0,IT,low
Howard Richards,0.95,0.57,3.0,238.0,3.0,0,0,IT,low
Clara Gross,0.65,0.9,3.0,241.0,3.0,0,0,IT,low
Ethel Briggs,0.9,0.7,3.0,223.0,2.0,0,0,IT,low
Alexander Becker,0.59,0.8,3.0,258.0,3.0,1,0,IT,low
Lewis Adams,0.88,0.55,4.0,205.0,4.0,0,0,product_mng,low
Julian Tyler,0.63,0.83,4.0,243.0,4.0,0,0,product_mng,low
Allie Moreno,0.53,0.61,4.0,198.0,2.0,0,0,product_mng,low
Danny Vaughn,0.63,0.64,4.0,178.0,3.0,0,0,product_mng,low
Frances Grant,0.96,0.76,4.0,158.0,3.0,0,0,IT,low
Amy Zimmerman,0.7,0.73,3.0,194.0,2.0,0,0,RandD,low
Emma Fisher,0.73,0.36,4.0,253.0,2.0,1,0,RandD,low
Alberta Steele,0.94,0.8,4.0,228.0,2.0,0,0,RandD,low
Jane Hudson,0.82,0.58,5.0,227.0,3.0,0,0,RandD,low
Eva Todd,0.44,0.63,3.0,162.0,2.0,0,0,RandD,low
Randall Morrison,0.58,0.9,5.0,257.0,3.0,0,0,marketing,medium
Craig Higgins,0.55,0.97,2.0,140.0,2.0,0,0,sales,medium
Maggie Sandoval,0.92,0.84,3.0,164.0,2.0,0,0,accounting,medium
Vincent Yates,0.91,0.59,4.0,177.0,4.0,0,0,support,medium
Jacob Curry,0.69,0.61,4.0,260.0,4.0,0,0,technical,medium
Effie Curtis,0.23,0.7,4.0,233.0,2.0,0,0,management,medium
Harriett Ford,0.21,0.81,4.0,227.0,5.0,0,0,marketing,medium
Warren Campbell,0.51,0.6,4.0,140.0,3.0,0,0,marketing,medium
Jesus Wilkins,0.73,0.74,3.0,254.0,4.0,1,0,marketing,medium
Sadie Massey,0.65,0.67,3.0,245.0,3.0,0,0,sales,medium
Caleb Fletcher,0.64,0.48,2.0,157.0,2.0,0,0,sales,medium
Caleb Moody,0.77,0.49,3.0,265.0,3.0,0,0,sales,medium
Martin Page,0.71,0.79,4.0,261.0,3.0,0,0,sales,high
Leo Martinez,0.2,0.38,6.0,212.0,6.0,0,0,sales,high
Rosie Vaughn,0.99,0.57,4.0,216.0,3.0,0,0,sales,high
Kenneth Peterson,0.77,0.57,4.0,238.0,3.0,0,0,sales,high
Rena Williamson,0.8,0.56,2.0,204.0,3.0,0,0,sales,high
Terry Stanley,0.97,0.5,4.0,216.0,2.0,0,0,sales,high
Cole Stewart,0.89,0.53,4.0,208.0,3.0,0,0,sales,high
Aaron Fields,0.97,0.7,4.0,218.0,2.0,0,0,sales,high
Sue Richards,0.23,0.99,5.0,176.0,4.0,1,0,sales,low
Clifford Harmon,0.6,0.75,4.0,144.0,2.0,0,0,sales,low
James Houston,0.52,0.63,5.0,241.0,3.0,0,0,sales,low
Edwin Alvarez,0.86,0.63,3.0,271.0,2.0,0,0,sales,low
Carolyn Figueroa,0.86,0.95,4.0,184.0,3.0,0,0,sales,low
Nancy Mills,0.76,0.58,3.0,262.0,2.0,0,0,sales,low
Phillip Thornton,0.79,0.77,6.0,233.0,6.0,0,0,sales,low
Hilda Wolfe,0.35,0.52,3.0,155.0,3.0,0,0,sales,low
Florence Schmidt,1.0,0.97,5.0,141.0,2.0,0,0,accounting,medium
Edgar Greer,0.2,0.8,6.0,251.0,5.0,0,0,accounting,medium
John Maxwell,0.57,0.62,5.0,141.0,3.0,0,0,accounting,medium
Jeremy Gardner,0.23,0.46,4.0,274.0,5.0,1,0,hr,medium
Helena Parks,0.82,0.97,3.0,160.0,2.0,0,0,hr,medium
Georgie Herrera,0.98,0.8,3.0,166.0,2.0,0,0,hr,medium
Joe Alvarez,0.52,0.7,4.0,219.0,3.0,0,0,hr,medium
Mathilda Castro,0.96,0.61,4.0,158.0,6.0,0,0,technical,medium
Adele Jimenez,0.69,0.64,4.0,190.0,4.0,0,0,technical,medium
Kyle Lambert,0.92,0.77,5.0,191.0,2.0,0,0,technical,medium
Alberta Riley,0.91,0.43,4.0,117.0,5.0,1,0,technical,medium
Lucas Underwood,0.85,0.96,4.0,240.0,6.0,0,0,technical,medium
Mason Pratt,0.91,0.77,4.0,239.0,2.0,0,0,technical,medium
Nathan Swanson,0.79,0.55,4.0,145.0,3.0,0,0,technical,medium
Mildred Ingram,0.74,0.95,3.0,157.0,4.0,0,0,technical,medium
John McGee,0.73,0.72,3.0,166.0,3.0,0,0,technical,medium
Todd Bass,0.55,0.98,4.0,137.0,2.0,0,0,technical,medium
Terry Munoz,0.79,0.97,5.0,208.0,4.0,1,0,technical,medium
Henrietta Park,0.53,0.51,4.0,174.0,2.0,0,0,support,medium
Nannie Allison,0.7,0.6,3.0,267.0,3.0,0,0,support,medium
Wayne Hogan,0.74,0.56,3.0,125.0,6.0,0,0,support,medium
Inez Garza,0.95,0.76,4.0,220.0,3.0,0,0,support,medium
Adrian Bowman,0.49,0.57,4.0,141.0,3.0,0,0,support,medium
Sophia Goodman,0.79,0.9,5.0,146.0,3.0,1,0,support,high
Jeff Thornton,0.99,0.86,3.0,166.0,2.0,0,0,support,low
Hattie Hernandez,0.56,0.79,4.0,197.0,2.0,0,0,support,medium
Claudia Knight,0.7,0.79,4.0,240.0,2.0,0,0,support,medium
Lee Burke,0.93,0.65,4.0,258.0,3.0,0,0,support,medium
Theodore Page,0.46,0.66,6.0,229.0,3.0,0,0,support,medium
Ruby Guerrero,0.24,0.61,5.0,252.0,4.0,0,0,technical,medium
Ruth Pearson,0.32,0.41,3.0,138.0,3.0,1,0,technical,medium
Beatrice Harrison,0.5,0.78,4.0,208.0,3.0,1,0,technical,medium
Seth Gomez,0.58,0.72,3.0,113.0,3.0,1,0,management,medium
Steven Delgado,0.83,0.81,4.0,209.0,4.0,0,0,IT,medium
Don Carter,0.57,0.42,2.0,248.0,4.0,0,0,IT,medium
Matilda Carr,0.51,0.83,5.0,161.0,3.0,0,0,IT,low
Adele Collins,0.65,0.96,2.0,246.0,2.0,1,0,IT,low
Lelia Mann,0.52,0.41,3.0,283.0,3.0,0,0,IT,low
Jim Pratt,0.77,0.7,3.0,145.0,2.0,0,0,product_mng,low
Bruce Potter,0.42,0.77,3.0,270.0,3.0,0,0,product_mng,low
Leila Gregory,0.68,0.79,4.0,273.0,4.0,0,0,product_mng,low
Violet Perry,0.83,0.92,4.0,187.0,6.0,1,0,product_mng,low
Mason Stephens,0.66,0.63,3.0,166.0,3.0,0,0,IT,high
Charlie Ramsey,0.75,0.57,3.0,158.0,2.0,1,0,RandD,low
Albert Blair,0.65,0.48,4.0,229.0,3.0,0,0,RandD,high
Lida Chambers,0.49,0.6,3.0,191.0,3.0,1,0,RandD,high
Jose Blair,0.77,0.96,3.0,232.0,2.0,1,0,RandD,low
Bill Lopez,0.65,0.97,3.0,198.0,3.0,0,0,RandD,low
Rosalie Johnson,0.65,0.49,5.0,238.0,4.0,0,0,marketing,high
Jorge Lawson,0.44,0.58,2.0,157.0,2.0,0,0,sales,low
Maude Thompson,0.61,0.72,4.0,134.0,2.0,0,0,accounting,medium
Dora West,0.98,0.89,3.0,150.0,3.0,0,0,support,high
Elva Harrington,0.68,0.88,5.0,256.0,2.0,0,0,technical,medium
Logan Newman,0.58,0.5,3.0,208.0,3.0,0,0,management,medium
Derrick McCarthy,0.81,0.92,3.0,136.0,3.0,0,0,marketing,medium
Eric Cox,0.76,0.5,4.0,136.0,3.0,0,0,marketing,medium
Jon Briggs,0.14,0.93,4.0,180.0,4.0,0,0,marketing,high
Allen Cain,0.49,0.91,3.0,227.0,3.0,0,0,sales,medium
Margaret Young,0.97,0.78,5.0,156.0,3.0,0,0,sales,medium
Willie Rhodes,0.91,0.6,4.0,133.0,4.0,1,0,sales,medium
Johnny McGee,0.15,0.98,2.0,96.0,2.0,0,0,sales,high
Jorge Cox,0.82,0.63,3.0,171.0,3.0,0,0,sales,medium
Irene Garner,0.67,0.87,3.0,177.0,4.0,0,0,sales,high
Lettie Carpenter,0.5,0.96,4.0,274.0,3.0,0,0,sales,low
Gussie Gomez,0.57,0.39,2.0,145.0,3.0,0,0,sales,medium
Lilly Love,0.99,0.94,5.0,221.0,2.0,0,0,sales,medium
Juan Lyons,0.97,0.94,3.0,202.0,2.0,0,0,sales,medium
Ola Leonard,0.93,0.58,5.0,238.0,2.0,0,0,sales,medium
Gregory Schultz,0.62,0.6,4.0,170.0,2.0,0,0,sales,low
Hilda Brooks,0.62,0.51,4.0,208.0,2.0,1,0,sales,low
Amanda Lowe,0.96,0.61,4.0,199.0,3.0,0,0,sales,low
Gussie Rodriquez,0.98,0.96,4.0,253.0,3.0,0,0,sales,low
John Black,0.52,0.57,4.0,239.0,3.0,0,0,sales,low
Jack Rodgers,0.56,0.77,5.0,279.0,4.0,0,0,sales,low
Mina Zimmerman,0.14,0.41,6.0,114.0,3.0,0,0,sales,low
Lillie Edwards,0.29,0.38,6.0,105.0,5.0,0,0,sales,low
Alfred Bass,0.76,0.81,4.0,193.0,3.0,1,0,accounting,low
Derrick Ellis,0.39,0.58,3.0,152.0,3.0,1,0,accounting,low
Jonathan Colon,0.96,0.72,4.0,228.0,2.0,0,0,accounting,high
Brent Perkins,0.84,0.93,3.0,242.0,4.0,0,0,hr,low
Barbara Hicks,0.81,0.62,4.0,197.0,3.0,0,0,hr,low
Jonathan Tate,0.51,0.51,5.0,222.0,4.0,0,0,hr,low
Jon Garner,0.87,0.75,3.0,222.0,3.0,0,0,hr,low
Rachel James,0.94,0.77,5.0,233.0,4.0,0,0,technical,high
Polly McKenzie,0.69,0.97,4.0,264.0,3.0,0,0,technical,low
Beulah Turner,0.44,0.53,3.0,132.0,3.0,1,0,technical,low
Ricardo Ross,0.85,0.55,5.0,182.0,3.0,0,0,technical,low
Todd Hill,0.18,0.86,6.0,264.0,3.0,0,0,technical,high
Mary Hunter,0.91,0.74,6.0,253.0,2.0,0,0,technical,low
Gabriel Rodgers,0.81,0.83,3.0,193.0,3.0,0,0,technical,medium
Landon Lane,0.82,0.59,5.0,143.0,2.0,1,0,technical,high
Ann Luna,0.48,0.79,3.0,180.0,2.0,0,0,technical,medium
Maud Stone,0.92,0.84,3.0,220.0,3.0,1,0,technical,high
Charlie Gardner,0.94,0.88,5.0,150.0,4.0,0,0,technical,medium
Bryan Burke,1.0,0.56,3.0,182.0,3.0,0,0,support,medium
Nelle Manning,0.96,0.91,3.0,257.0,3.0,0,0,support,medium
Theodore Reeves,0.24,0.74,3.0,269.0,4.0,1,0,support,medium
Jason Swanson,0.62,0.89,5.0,243.0,3.0,0,0,support,medium
Agnes Garrett,0.55,0.76,4.0,257.0,3.0,0,0,support,medium
Lulu Rogers,0.82,0.52,5.0,233.0,2.0,0,0,support,medium
Landon Wise,0.62,0.56,4.0,267.0,4.0,0,0,support,medium
Wesley Coleman,0.61,0.69,4.0,160.0,2.0,1,0,support,high
Angel Ballard,0.72,0.52,3.0,143.0,4.0,1,0,support,low
Jeffrey Sandoval,0.45,0.76,4.0,143.0,2.0,1,0,support,medium
Caleb Greene,0.51,0.93,3.0,162.0,4.0,0,0,support,medium
Irene Kelley,0.42,0.53,3.0,181.0,5.0,0,0,technical,medium
Timothy Rodriguez,0.69,0.64,3.0,286.0,3.0,0,0,technical,medium
Frederick McKenzie,0.61,0.66,2.0,111.0,3.0,0,0,technical,medium
Rosa Greene,0.5,0.98,5.0,177.0,4.0,0,0,management,medium
Christian Carroll,0.25,0.68,4.0,279.0,5.0,1,0,IT,medium
Nettie Goodwin,0.88,0.89,4.0,135.0,3.0,0,0,IT,medium
Troy Cummings,0.81,0.66,3.0,160.0,2.0,0,0,IT,medium
Lily Reeves,0.75,0.77,3.0,178.0,4.0,0,0,IT,high
Bertha Owen,0.77,0.8,3.0,147.0,3.0,0,0,IT,low
Alma Farmer,0.55,0.72,3.0,204.0,2.0,0,0,product_mng,low
Elmer Houston,0.7,0.73,5.0,151.0,2.0,0,0,product_mng,low
Lulu Barber,0.96,0.78,3.0,209.0,2.0,0,0,product_mng,high
Margaret Taylor,0.18,0.73,6.0,225.0,4.0,0,0,product_mng,low
Nancy Washington,0.22,0.62,6.0,142.0,3.0,0,0,IT,low
Norman Henry,0.95,0.49,3.0,158.0,2.0,0,0,RandD,low
Shane Norman,0.37,0.71,2.0,139.0,4.0,0,0,RandD,high
Travis Tyler,0.84,0.45,3.0,263.0,2.0,0,0,RandD,low
Dora Gonzalez,0.8,0.68,3.0,160.0,3.0,0,0,RandD,low
Winnie Quinn,0.57,0.55,2.0,173.0,2.0,0,0,RandD,low
Alma Beck,0.98,0.63,3.0,169.0,2.0,0,0,marketing,low
Mattie James,0.95,0.62,3.0,161.0,3.0,0,0,sales,low
Mable Andrews,0.8,0.65,4.0,172.0,3.0,1,0,accounting,low
Bessie Lloyd,0.52,0.7,3.0,257.0,3.0,0,0,support,low
Jeff Greer,0.31,0.62,2.0,139.0,3.0,0,0,technical,medium
Sallie McKinney,0.71,0.59,5.0,245.0,2.0,0,0,management,medium
Myrtie Figueroa,0.71,0.85,3.0,260.0,3.0,0,0,marketing,medium
Billy Spencer,0.5,0.96,5.0,229.0,4.0,0,0,marketing,medium
Lora Yates,0.95,0.9,2.0,129.0,5.0,0,0,marketing,medium
Richard Cross,0.95,0.77,3.0,184.0,4.0,0,0,sales,medium
Harvey Wong,0.65,0.85,4.0,204.0,3.0,0,0,sales,medium
Maria Mason,0.94,0.72,3.0,152.0,2.0,1,0,sales,medium
Alex Drake,0.72,0.85,4.0,142.0,3.0,0,0,sales,medium
Myra Neal,0.94,0.79,4.0,136.0,2.0,0,0,sales,medium
Frank Medina,0.79,0.94,4.0,216.0,4.0,0,0,sales,medium
Alex Peterson,0.6,0.58,3.0,201.0,3.0,0,0,sales,medium
Sam Ferguson,0.62,0.76,4.0,163.0,3.0,0,0,sales,high
Viola Dean,0.94,0.74,4.0,224.0,5.0,0,0,sales,low
Myra Jordan,0.24,0.5,4.0,209.0,3.0,0,0,sales,medium
Matthew Carr,0.17,0.71,5.0,257.0,4.0,1,0,sales,medium
Ronald Ryan,0.66,0.83,4.0,234.0,4.0,0,0,sales,medium
Ivan Luna,0.65,0.56,3.0,221.0,2.0,0,0,sales,medium
Aiden Long,0.51,0.62,2.0,186.0,2.0,0,0,sales,low
Bryan Luna,0.41,0.75,4.0,199.0,3.0,0,0,sales,low
Milton Ramsey,0.98,0.99,3.0,235.0,3.0,0,0,sales,low
Mike Park,0.96,0.55,5.0,211.0,2.0,0,0,sales,low
Vera Sims,0.55,0.97,4.0,136.0,4.0,0,0,sales,low
Isaac Austin,0.99,0.71,4.0,155.0,3.0,0,0,sales,low
Eddie Watkins,0.51,0.98,4.0,269.0,3.0,0,0,accounting,low
Mabelle Bowers,0.74,0.9,3.0,285.0,3.0,0,0,accounting,low
Abbie Roberson,0.81,0.87,5.0,241.0,3.0,0,0,accounting,low
Jeanette Simpson,0.51,0.87,3.0,180.0,4.0,0,0,hr,low
Charlie Allison,0.53,0.55,5.0,224.0,2.0,1,0,hr,low
Lewis Lewis,0.67,0.48,6.0,107.0,2.0,1,0,hr,low
Adeline Allison,0.68,0.64,2.0,167.0,2.0,0,0,hr,low
Edgar Summers,0.69,0.63,3.0,137.0,3.0,0,0,technical,low
Sylvia Diaz,0.71,0.65,4.0,239.0,3.0,0,0,technical,low
Juan Harper,0.64,0.56,3.0,239.0,3.0,0,0,technical,low
Carlos Carpenter,0.62,0.58,3.0,148.0,2.0,1,0,technical,low
Kathryn Goodman,0.81,0.5,4.0,231.0,3.0,1,0,technical,low
Martha Austin,0.84,0.54,4.0,179.0,2.0,0,0,technical,low
Josie White,1.0,0.67,3.0,181.0,2.0,0,0,technical,low
Andrew Higgins,0.72,0.73,5.0,184.0,4.0,1,0,technical,low
Curtis Page,0.57,0.67,3.0,207.0,2.0,0,0,technical,medium
Elizabeth Sharp,0.73,0.99,4.0,152.0,4.0,0,0,technical,medium
Mollie Cruz,0.91,0.59,4.0,133.0,4.0,0,0,technical,medium
Isabel Bishop,0.98,0.85,4.0,178.0,3.0,0,0,support,medium
Lulu Joseph,0.58,0.95,4.0,173.0,3.0,0,0,support,medium
Theodore Houston,0.73,0.52,2.0,113.0,5.0,1,0,support,medium
Aaron Woods,0.96,0.95,3.0,236.0,2.0,0,0,support,medium
Bradley Lee,0.57,0.98,3.0,188.0,5.0,0,0,support,medium
Louisa Walsh,0.77,0.73,3.0,269.0,2.0,0,0,support,medium
Cornelia Bishop,0.3,0.85,2.0,203.0,3.0,0,0,support,medium
Arthur Bowman,0.85,0.75,3.0,214.0,3.0,0,0,support,medium
Ian Andrews,0.49,0.83,2.0,185.0,6.0,0,0,support,medium
Bryan Jones,0.77,0.43,4.0,265.0,6.0,0,0,support,high
Norman Garza,1.0,0.99,4.0,184.0,4.0,0,0,support,low
George Wallace,0.85,0.74,3.0,157.0,3.0,0,0,technical,medium
Mattie Nguyen,0.87,0.75,3.0,258.0,3.0,0,0,technical,medium
Evelyn Blake,0.9,0.79,3.0,222.0,6.0,1,0,technical,medium
Dominic May,0.71,0.8,5.0,248.0,4.0,0,0,management,medium
Marian Ross,0.59,0.56,5.0,162.0,4.0,0,0,IT,low
Allie Townsend,0.85,0.74,3.0,250.0,3.0,1,0,IT,low
Lewis Guerrero,0.72,0.82,4.0,231.0,3.0,0,0,IT,low
Adele George,0.73,0.65,3.0,165.0,3.0,0,0,IT,low
Ruby Thompson,0.9,0.54,3.0,272.0,2.0,0,0,IT,low
Flora Rodgers,0.59,0.65,4.0,177.0,2.0,0,0,product_mng,low
Annie Jimenez,0.52,0.9,3.0,133.0,3.0,0,0,product_mng,low
Stella Crawford,0.85,0.49,4.0,159.0,3.0,0,0,product_mng,low
Leonard Martin,0.35,0.4,3.0,130.0,3.0,0,0,product_mng,low
James Vargas,0.7,0.68,3.0,185.0,4.0,0,0,IT,low
Derrick Christensen,0.58,0.86,3.0,182.0,3.0,0,0,RandD,low
Jean Gill,0.89,0.5,2.0,238.0,4.0,0,0,RandD,low
Isaiah Graves,0.54,0.63,3.0,211.0,3.0,0,0,RandD,low
Polly Palmer,0.55,0.89,4.0,209.0,3.0,0,0,RandD,low
Edgar Sandoval,0.77,0.62,5.0,190.0,3.0,0,0,RandD,low
Lula Gregory,0.55,0.61,4.0,272.0,4.0,1,0,marketing,low
Luke Miles,0.6,0.77,3.0,202.0,3.0,0,0,sales,low
Sara Campbell,0.75,0.9,4.0,185.0,3.0,0,0,accounting,low
Sally Miles,0.57,0.88,3.0,176.0,3.0,0,0,support,low
Lucile Dean,0.69,0.94,4.0,239.0,3.0,0,0,technical,low
Nicholas Ramirez,0.87,0.98,4.0,238.0,3.0,1,0,management,low
Dylan Gutierrez,0.69,0.36,5.0,269.0,6.0,1,0,marketing,medium
Steven Lucas,0.58,0.92,3.0,232.0,5.0,0,0,marketing,medium
Phillip Barnett,0.87,0.64,2.0,148.0,6.0,1,0,marketing,medium
Elva Craig,0.71,0.77,3.0,149.0,2.0,0,0,sales,medium
Ricardo Jimenez,0.74,0.78,4.0,203.0,2.0,0,0,sales,medium
Hannah Shaw,0.75,0.53,5.0,235.0,3.0,0,0,sales,medium
Tyler Bridges,0.5,0.54,2.0,269.0,2.0,1,0,sales,medium
Antonio Craig,0.59,0.86,4.0,260.0,2.0,0,0,sales,medium
Lillie Moss,0.81,0.84,3.0,216.0,3.0,0,0,sales,medium
Todd Ballard,0.34,0.55,3.0,136.0,2.0,1,0,sales,medium
Susie Stevens,0.53,0.87,5.0,158.0,3.0,0,0,sales,medium
Owen Torres,0.94,0.85,4.0,180.0,4.0,0,0,sales,medium
Bettie Austin,0.76,0.77,5.0,133.0,2.0,0,0,sales,high
Jeffrey Carpenter,0.2,0.58,5.0,199.0,4.0,0,0,sales,low
Mae Hill,0.97,0.67,3.0,169.0,2.0,1,0,sales,medium
Lucas Torres,0.96,0.72,3.0,195.0,2.0,0,0,sales,medium
Teresa Richards,0.81,0.5,5.0,205.0,3.0,0,0,sales,medium
Scott Webb,0.2,0.48,4.0,156.0,4.0,1,0,sales,medium
Luke Moss,0.53,0.71,3.0,125.0,2.0,1,0,sales,low
Louisa Bailey,0.75,0.76,3.0,171.0,4.0,0,0,sales,low
Terry Wong,0.55,0.91,4.0,199.0,3.0,0,0,sales,low
Philip Miles,0.58,0.65,5.0,187.0,2.0,0,0,sales,low
Harvey Spencer,0.99,0.64,4.0,218.0,4.0,0,0,accounting,low
Lida Adkins,0.96,0.86,4.0,268.0,3.0,0,0,accounting,low
Pearl Horton,0.82,0.92,3.0,257.0,2.0,0,0,accounting,low
Gussie Jenkins,0.88,0.77,4.0,224.0,5.0,1,0,hr,low
Julia Gonzales,0.78,0.97,4.0,221.0,4.0,0,0,hr,low
Charlie Rogers,0.46,0.47,6.0,101.0,5.0,0,0,hr,low
Leon Hines,0.88,0.59,3.0,224.0,2.0,0,0,hr,low
Alejandro Tyler,0.91,0.55,3.0,223.0,4.0,1,0,technical,low
Hester Reese,0.6,0.68,4.0,271.0,4.0,0,0,technical,low
Randall Moreno,0.82,0.51,3.0,210.0,2.0,0,0,technical,low
Georgie Roy,0.67,0.56,4.0,241.0,3.0,0,0,technical,low
Ora Jones,0.55,0.61,3.0,209.0,3.0,0,0,technical,low
Dustin Soto,0.73,0.62,5.0,186.0,4.0,0,0,technical,low
Gene Collier,0.59,0.68,4.0,273.0,2.0,0,0,technical,low
Isabelle Watkins,0.4,0.65,6.0,172.0,2.0,1,0,technical,low
Timothy King,0.56,0.99,3.0,209.0,2.0,0,0,technical,low
Derrick Cox,0.87,0.57,4.0,175.0,2.0,1,0,technical,low
Loretta George,0.5,0.53,5.0,239.0,3.0,0,0,technical,medium
Sophie Logan,0.98,0.79,4.0,231.0,4.0,0,0,support,medium
Ricardo Weber,0.71,0.96,4.0,131.0,3.0,0,0,support,medium
Gary White,0.72,0.89,4.0,217.0,3.0,0,0,support,medium
Jeremy Walton,0.5,0.83,4.0,242.0,2.0,0,0,support,medium
Aiden Harrington,0.89,0.56,3.0,224.0,2.0,0,0,support,medium
Jayden Foster,0.56,0.68,3.0,208.0,3.0,1,0,support,medium
Gilbert Lowe,0.32,0.55,4.0,167.0,5.0,0,0,support,medium
Barry Figueroa,0.96,0.88,5.0,269.0,2.0,0,0,support,medium
Chad Hogan,0.67,0.92,4.0,156.0,2.0,0,0,support,medium
Clyde Spencer,0.26,0.7,3.0,238.0,6.0,0,0,support,medium
Margaret Blair,0.51,0.9,5.0,193.0,4.0,0,0,support,medium
Sarah Goodwin,0.16,0.78,4.0,196.0,5.0,0,0,technical,high
Jared Perez,0.77,0.71,5.0,233.0,2.0,0,0,technical,low
