EmpName,left,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary
Cornelia Graves,0,0.82,0.77,3.0,108.0,6.0,0,0,product_mng,medium
Tom Turner,0,0.9,0.79,3.0,154.0,2.0,0,0,product_mng,medium
Madge Rowe,0,0.95,0.74,3.0,139.0,2.0,0,0,IT,medium
Tillie Williamson,0,0.55,0.6,5.0,271.0,3.0,1,0,RandD,medium
Mathilda Mack,0,0.91,0.78,4.0,153.0,3.0,0,0,RandD,medium
Inez Watson,0,0.45,0.41,3.0,216.0,6.0,1,0,RandD,medium
Lulu Berry,0,0.65,0.6,3.0,218.0,4.0,0,0,RandD,medium
Mae Lynch,0,0.88,0.89,3.0,171.0,2.0,0,0,RandD,medium
Alejandro Fernandez,0,0.78,0.76,3.0,238.0,3.0,0,0,marketing,medium
Alta Cannon,0,0.77,0.71,3.0,134.0,3.0,0,0,marketing,medium
Lily Gibbs,0,0.32,0.75,3.0,255.0,4.0,0,0,sales,medium
Hattie Washington,0,0.98,0.38,4.0,140.0,6.0,0,0,accounting,medium
Della Kelley,0,0.51,0.76,2.0,239.0,3.0,0,0,support,high
Rosalie Gutierrez,0,0.81,0.59,4.0,187.0,2.0,0,0,technical,low
Miguel Soto,0,0.64,0.9,5.0,279.0,5.0,0,0,management,medium
Cody Carpenter,0,0.73,0.94,4.0,213.0,3.0,1,0,marketing,medium
Florence Leonard,0,0.49,0.56,5.0,202.0,2.0,0,0,marketing,medium
Isaac Cox,0,0.84,0.54,3.0,265.0,2.0,0,0,marketing,medium
Myrtie Waters,0,0.81,0.86,4.0,249.0,3.0,0,0,sales,low
Wesley Nash,0,0.77,0.5,4.0,281.0,2.0,0,0,sales,low
Michael Daniel,0,0.24,0.83,3.0,208.0,5.0,0,0,sales,low
Amanda Schultz,0,0.77,0.78,3.0,165.0,2.0,0,0,sales,low
Rodney Adams,0,0.13,0.88,3.0,146.0,5.0,0,0,sales,low
Gordon Norris,0,0.94,0.66,4.0,230.0,2.0,0,0,sales,low
Louise Simmons,0,0.61,0.82,3.0,209.0,2.0,0,0,sales,low
Fred Becker,0,0.95,0.49,4.0,178.0,2.0,0,0,sales,low
Amy Myers,0,0.22,0.92,6.0,220.0,4.0,1,0,sales,low
Edwin Armstrong,0,0.65,0.56,3.0,142.0,3.0,0,0,sales,low
Ricardo Clarke,0,0.95,0.67,3.0,153.0,2.0,0,0,sales,low
Leonard Yates,0,0.98,0.62,5.0,254.0,5.0,1,0,sales,low
Jeremiah Graham,0,0.88,0.72,3.0,193.0,4.0,0,0,sales,low
Hester Brady,0,0.94,0.69,3.0,248.0,3.0,0,0,sales,low
Howard Bell,0,0.62,0.75,4.0,216.0,2.0,0,0,sales,low
Dorothy Lawrence,0,0.81,0.96,3.0,226.0,3.0,0,0,sales,low
Ryan Green,0,0.56,0.51,4.0,140.0,2.0,0,0,sales,low
Evan Fisher,0,0.52,0.86,6.0,103.0,4.0,0,0,sales,low
Leila Dunn,0,0.88,0.57,4.0,185.0,2.0,0,0,sales,low
Margaret Jones,0,0.56,0.92,5.0,160.0,3.0,0,0,accounting,low
Helena Dennis,0,0.36,0.63,3.0,130.0,5.0,0,0,accounting,low
Ollie Lowe,0,0.56,0.85,5.0,230.0,3.0,0,0,accounting,medium
Christopher Logan,0,0.89,0.46,4.0,248.0,5.0,1,0,hr,medium
Ann Vargas,0,0.95,0.42,3.0,189.0,2.0,1,0,hr,medium
Brett Mendez,0,0.48,0.52,3.0,280.0,2.0,0,0,hr,medium
Emma Padilla,0,0.75,0.75,4.0,266.0,3.0,0,0,hr,medium
Elijah Swanson,0,0.65,0.54,4.0,260.0,3.0,0,0,technical,medium
Rosa Malone,0,0.4,0.86,2.0,264.0,5.0,0,0,technical,medium
Mason Williams,0,0.52,0.53,5.0,182.0,2.0,0,0,technical,medium
Garrett Evans,0,0.52,0.68,4.0,233.0,2.0,0,0,technical,medium
Craig Gilbert,0,0.68,0.49,3.0,230.0,3.0,0,0,technical,medium
Winnie Harrington,0,0.72,0.61,5.0,170.0,3.0,0,0,technical,medium
Alma George,0,0.78,0.72,4.0,258.0,3.0,0,0,technical,medium
Darrell Estrada,0,0.54,0.9,3.0,164.0,3.0,0,0,technical,high
Leona May,0,0.18,0.46,4.0,249.0,4.0,0,0,technical,low
Mark Curtis,0,0.51,0.5,2.0,235.0,2.0,0,0,technical,medium
Thomas Cross,0,0.63,0.86,6.0,206.0,6.0,0,0,technical,medium
Lenora Cohen,0,0.83,0.86,4.0,139.0,3.0,0,0,support,medium
Evan Kim,0,0.91,0.82,3.0,145.0,3.0,1,0,support,medium
Evelyn Lyons,0,0.79,0.66,4.0,139.0,4.0,0,0,support,low
Rosetta Ball,0,0.52,0.95,3.0,171.0,3.0,1,0,support,low
Travis Copeland,0,0.83,0.94,3.0,160.0,3.0,0,0,support,low
Evelyn Freeman,0,0.92,0.74,3.0,137.0,2.0,0,0,support,low
Christine Cox,0,0.14,0.72,4.0,254.0,4.0,0,0,support,low
Jerry Daniels,0,0.8,0.38,3.0,215.0,6.0,0,0,support,low
Effie Cohen,0,0.79,0.72,3.0,216.0,4.0,0,0,support,low
Isaiah Fisher,0,0.86,0.6,3.0,229.0,2.0,1,0,support,low
Jesse Waters,0,0.95,0.47,6.0,215.0,4.0,0,0,support,low
Gerald Baker,0,0.77,0.9,4.0,163.0,3.0,0,0,technical,low
Sally Harmon,0,0.55,0.72,4.0,273.0,3.0,0,0,technical,low
Frances Harrison,0,0.42,0.91,2.0,176.0,3.0,0,0,technical,low
Owen Hernandez,0,0.79,0.86,5.0,270.0,2.0,0,0,management,low
Delia Howell,0,0.41,0.48,3.0,182.0,2.0,0,0,IT,low
Hettie Evans,0,0.66,0.72,4.0,223.0,4.0,0,0,IT,low
Larry Bailey,0,1.0,0.65,4.0,237.0,3.0,0,0,IT,low
James Walters,0,0.87,0.74,5.0,248.0,2.0,0,0,IT,low
Roxie Evans,0,0.51,0.99,3.0,233.0,4.0,0,0,IT,low
Alex Murphy,0,0.63,0.79,2.0,206.0,5.0,0,0,product_mng,low
Christopher Perkins,0,0.86,0.86,4.0,227.0,2.0,0,0,product_mng,low
Howard Stokes,0,0.4,0.98,4.0,154.0,3.0,0,0,product_mng,low
Ellen Lambert,0,0.79,0.97,6.0,113.0,2.0,1,0,product_mng,medium
Ollie Ball,0,0.7,0.9,4.0,254.0,3.0,0,0,IT,medium
Katharine Nguyen,0,0.49,0.91,5.0,231.0,3.0,0,0,RandD,medium
Stella Ball,0,0.76,0.62,4.0,190.0,3.0,0,0,RandD,medium
Steve Gutierrez,0,0.89,0.52,3.0,190.0,3.0,0,0,RandD,medium
Thomas Wallace,0,0.83,0.86,3.0,179.0,2.0,0,0,RandD,medium
Harry Carson,0,0.19,0.69,4.0,269.0,6.0,0,0,RandD,medium
Georgia Dunn,0,0.68,0.67,3.0,228.0,2.0,0,0,RandD,medium
Gene Lane,0,0.62,0.68,4.0,251.0,4.0,0,0,marketing,medium
Aaron Day,0,0.87,0.49,2.0,251.0,3.0,0,0,sales,medium
Mabelle Burgess,0,0.66,0.75,4.0,200.0,4.0,0,0,accounting,medium
Ada Moody,0,0.37,0.41,2.0,146.0,2.0,0,0,support,medium
Isabella Copeland,0,0.57,0.49,3.0,159.0,4.0,1,0,technical,high
Elijah Mitchell,0,0.66,0.81,5.0,135.0,2.0,0,0,management,low
Jane Payne,0,0.63,0.88,5.0,260.0,3.0,0,0,marketing,medium
Steven Huff,0,0.65,0.96,5.0,226.0,2.0,1,0,marketing,medium
Clayton Burton,0,0.33,0.85,2.0,127.0,3.0,0,0,marketing,medium
Ann Edwards,0,0.66,0.57,6.0,278.0,3.0,0,0,sales,medium
Ophelia Rios,0,0.87,0.95,3.0,242.0,5.0,0,0,sales,low
Caleb Flowers,0,0.85,0.85,3.0,182.0,3.0,0,0,sales,low
Tyler Harper,0,0.49,0.51,2.0,182.0,3.0,0,0,sales,low
Harry Moreno,0,0.87,0.8,4.0,197.0,3.0,0,0,sales,low
Samuel Ward,0,0.17,0.49,4.0,286.0,5.0,1,0,sales,low
Elizabeth Wong,0,0.55,0.46,4.0,226.0,5.0,0,0,sales,low
Mark Osborne,0,0.91,0.71,5.0,156.0,3.0,0,0,sales,low
Ida Ball,0,0.96,0.62,5.0,185.0,3.0,0,0,sales,low
Jimmy Bishop,0,0.53,0.5,3.0,231.0,3.0,0,0,sales,low
Roger Wheeler,0,0.25,0.59,4.0,166.0,5.0,0,0,sales,low
Ada Schneider,0,0.98,0.57,3.0,229.0,3.0,0,0,sales,low
Alice Casey,0,0.83,0.36,4.0,242.0,3.0,0,0,sales,low
Jesse Cummings,0,0.71,0.83,5.0,206.0,3.0,0,0,sales,low
Effie Cooper,0,0.74,0.77,4.0,206.0,3.0,0,0,sales,low
Caroline Fleming,0,0.56,0.7,4.0,135.0,2.0,0,0,sales,low
Blanche Lawson,0,0.23,0.9,5.0,234.0,3.0,1,0,sales,low
Zachary Ramos,0,0.35,0.64,4.0,147.0,2.0,0,0,sales,low
Kathryn Burton,0,0.48,0.98,4.0,174.0,3.0,0,0,sales,low
Minerva Mendoza,0,0.83,0.74,3.0,259.0,3.0,1,0,accounting,low
Catherine Leonard,0,0.73,0.87,3.0,227.0,4.0,0,0,accounting,low
Harvey Horton,0,0.85,0.97,4.0,104.0,5.0,0,0,accounting,low
Carolyn Little,0,0.8,0.95,3.0,247.0,3.0,0,0,hr,medium
Agnes Bridges,0,0.98,0.74,4.0,139.0,3.0,0,0,hr,medium
Derrick Daniel,0,0.96,0.85,3.0,186.0,2.0,0,0,hr,medium
Theodore Martin,0,0.67,0.75,3.0,194.0,3.0,0,0,hr,medium
Lillian Dunn,0,0.58,0.91,3.0,124.0,2.0,0,0,technical,medium
Mario Logan,0,0.83,0.86,3.0,273.0,3.0,0,0,technical,medium
Alfred Tyler,0,0.9,0.57,4.0,186.0,4.0,0,0,technical,medium
Thomas Simmons,0,0.89,0.66,4.0,252.0,3.0,0,0,technical,medium
Minnie Gibbs,0,0.99,0.92,3.0,154.0,3.0,0,0,technical,medium
Carlos Greene,0,0.89,0.5,4.0,238.0,3.0,0,0,technical,medium
Travis Rhodes,0,0.79,0.5,4.0,151.0,3.0,1,0,technical,medium
Theresa James,0,0.64,0.41,3.0,231.0,6.0,0,0,technical,medium
Mamie Robinson,0,0.22,0.57,5.0,174.0,6.0,0,0,technical,high
Matthew Malone,0,0.94,0.6,5.0,278.0,2.0,0,0,technical,low
Larry Norton,0,0.56,0.97,3.0,270.0,3.0,1,0,technical,medium
Eula Hayes,0,0.85,0.8,4.0,158.0,3.0,0,0,support,medium
Harold Bowers,0,0.8,0.62,3.0,191.0,3.0,0,0,support,medium
Adeline Bishop,0,0.86,0.53,3.0,163.0,3.0,0,0,support,medium
Josephine Ortiz,0,0.96,1.0,5.0,152.0,4.0,0,0,support,low
Ricky Hernandez,0,0.51,0.61,4.0,251.0,2.0,1,0,support,low
Marcus Rose,0,0.73,0.95,3.0,149.0,2.0,0,0,support,low
Floyd Jordan,0,0.31,0.75,4.0,220.0,3.0,0,0,support,low
Edith Soto,0,0.62,0.51,4.0,175.0,3.0,0,0,support,low
Eugene Cruz,0,0.55,0.91,3.0,179.0,3.0,1,0,support,low
Jessie Pearson,0,0.51,0.8,4.0,257.0,2.0,0,0,support,low
Ann Erickson,0,0.54,0.54,3.0,196.0,3.0,0,0,support,low
Dennis Jacobs,0,0.65,0.95,3.0,190.0,3.0,0,0,technical,low
Isaac Wade,0,0.65,0.75,4.0,270.0,2.0,0,0,technical,low
Nancy Martinez,0,0.9,0.64,5.0,226.0,2.0,0,0,technical,low
Noah Weber,0,0.55,0.71,3.0,211.0,2.0,0,0,management,low
James Kim,0,0.59,0.89,3.0,192.0,2.0,0,0,IT,low
Tommy Murray,0,0.34,0.67,5.0,96.0,2.0,1,0,IT,low
Hilda Rodgers,0,0.31,0.92,5.0,197.0,5.0,0,0,IT,low
Carolyn Daniel,0,0.83,0.71,3.0,243.0,2.0,1,0,IT,low
Winnie Gonzales,0,0.8,0.73,3.0,168.0,2.0,0,0,IT,low
Sophie Bowers,0,0.66,0.85,5.0,271.0,4.0,0,0,product_mng,low
Isabelle Patton,0,0.98,0.39,5.0,158.0,4.0,1,0,product_mng,medium
Lilly Hardy,0,0.89,0.52,4.0,243.0,5.0,0,0,product_mng,medium
Herbert Watts,0,0.64,0.94,3.0,148.0,2.0,0,0,product_mng,medium
Eugene Hart,0,0.95,0.68,3.0,165.0,3.0,0,0,IT,medium
Gilbert Alvarez,0,0.96,0.85,5.0,171.0,2.0,0,0,RandD,medium
Madge Byrd,0,0.96,0.82,5.0,164.0,2.0,0,0,RandD,medium
Laura Chandler,0,0.63,0.81,4.0,265.0,2.0,0,0,RandD,medium
Lula Vega,0,0.83,0.71,4.0,196.0,2.0,0,0,RandD,medium
Evelyn Colon,0,0.61,0.72,4.0,182.0,2.0,1,0,RandD,medium
Caleb Shaw,0,0.89,0.66,3.0,272.0,3.0,0,0,RandD,medium
Winifred Stone,0,0.67,0.63,3.0,241.0,3.0,0,0,marketing,medium
Kathryn Graham,0,0.61,1.0,5.0,139.0,2.0,0,0,sales,medium
Jerome Thomas,0,0.58,0.77,3.0,180.0,2.0,0,0,accounting,high
Mabel Todd,0,0.56,0.76,4.0,206.0,2.0,1,0,support,low
Clara Harvey,0,0.13,0.49,6.0,227.0,4.0,0,0,technical,medium
James Wilson,0,0.39,1.0,5.0,204.0,5.0,1,0,management,medium
Jimmy Montgomery,0,0.94,0.48,4.0,218.0,3.0,0,0,marketing,medium
Lou Douglas,0,0.63,0.61,3.0,205.0,2.0,0,0,marketing,medium
Shane Mullins,0,0.75,0.63,4.0,261.0,3.0,1,0,marketing,low
George Phelps,0,0.7,0.83,3.0,159.0,3.0,0,0,sales,low
Nora McDaniel,0,0.28,0.83,4.0,162.0,3.0,0,0,sales,low
Gavin Casey,0,0.77,0.42,4.0,98.0,2.0,0,0,sales,low
Harriett Kelley,0,0.79,0.64,4.0,263.0,2.0,0,0,sales,low
John Rowe,0,0.51,0.46,3.0,176.0,3.0,0,0,sales,low
Sallie Griffith,0,0.96,0.99,4.0,233.0,3.0,0,0,sales,low
Jeffrey Bryant,0,0.72,0.99,4.0,156.0,2.0,1,0,sales,low
Rose Marsh,0,0.97,1.0,3.0,198.0,2.0,0,0,sales,low
Duane Burns,0,0.55,0.9,4.0,191.0,3.0,0,0,sales,low
Derek Gutierrez,0,0.32,0.45,2.0,188.0,3.0,0,0,sales,low
Jean Horton,0,0.78,0.65,3.0,157.0,2.0,0,0,sales,low
Ophelia Flores,0,0.17,0.57,5.0,286.0,3.0,0,0,sales,low
Polly Tate,0,0.88,0.5,4.0,216.0,2.0,0,0,sales,low
Edward Watts,0,0.97,0.5,3.0,188.0,3.0,1,0,sales,low
Jerry Jimenez,0,0.74,0.86,5.0,153.0,2.0,0,0,sales,low
Caleb Lee,0,0.26,0.45,5.0,187.0,2.0,0,0,sales,low
Sophie Goodman,0,0.87,0.92,4.0,141.0,3.0,0,0,sales,low
Jordan Santiago,0,0.29,0.47,5.0,139.0,4.0,0,0,sales,low
Harvey Saunders,0,0.91,0.95,3.0,189.0,2.0,0,0,sales,low
Bruce West,0,0.71,0.77,3.0,193.0,3.0,1,0,accounting,low
Juan Wilson,0,0.6,0.63,3.0,182.0,3.0,0,0,accounting,medium
Duane Hudson,0,0.5,0.61,4.0,135.0,3.0,0,0,accounting,medium
Derrick Bowers,0,0.49,0.85,4.0,238.0,2.0,0,0,hr,medium
Dale Bryan,0,0.53,0.92,3.0,199.0,2.0,0,0,hr,medium
Joe Gonzales,0,0.42,0.38,2.0,115.0,3.0,0,0,hr,medium
Keith Patterson,0,0.53,0.82,3.0,133.0,3.0,0,0,hr,medium
Effie Fuller,0,0.34,0.62,4.0,158.0,2.0,0,0,technical,medium
Manuel Hudson,0,0.68,0.51,5.0,158.0,3.0,0,0,technical,medium
Christian Mullins,0,0.56,0.77,5.0,238.0,4.0,0,0,technical,medium
Kyle Thomas,0,0.72,0.71,3.0,242.0,2.0,0,0,technical,medium
Joe Neal,0,0.76,0.55,4.0,250.0,3.0,0,0,technical,medium
Kyle Estrada,0,0.87,0.57,4.0,175.0,2.0,0,0,technical,medium
Chris Welch,0,0.97,0.63,3.0,270.0,4.0,1,0,technical,high
Nathan West,0,0.8,0.62,3.0,171.0,3.0,0,0,technical,low
Betty White,0,0.67,0.81,5.0,175.0,6.0,1,0,technical,medium
Gerald Drake,0,0.6,0.97,5.0,145.0,2.0,0,0,technical,medium
Jason Klein,0,0.88,0.5,3.0,170.0,3.0,0,0,technical,medium
Eugenia Webster,0,0.64,0.74,3.0,267.0,2.0,0,0,support,medium
Joshua Rodriguez,0,0.85,0.7,3.0,188.0,2.0,0,0,support,low
Mary Soto,0,0.9,0.48,3.0,213.0,3.0,0,0,support,low
Connor Weber,0,0.76,0.84,5.0,249.0,3.0,0,0,support,low
Nicholas Chambers,0,0.55,0.66,3.0,134.0,3.0,0,0,support,low
Willie Blake,0,0.76,0.77,5.0,234.0,3.0,0,0,support,low
William Armstrong,0,0.87,0.72,3.0,201.0,3.0,0,0,support,low
Margaret Sanchez,0,0.8,0.82,3.0,178.0,3.0,0,0,support,low
Vincent Wade,0,0.54,0.68,4.0,183.0,2.0,0,0,support,low
Melvin Hughes,0,0.84,0.91,4.0,207.0,3.0,0,0,support,low
Alfred Wood,0,0.85,0.64,4.0,147.0,3.0,0,0,support,low
Mario Bridges,0,0.95,0.49,3.0,188.0,3.0,0,0,technical,low
Evan McBride,0,0.48,0.56,3.0,229.0,3.0,0,0,technical,low
Aaron Hopkins,0,0.53,0.77,2.0,271.0,2.0,0,0,technical,low
Frank Harrington,0,0.8,0.82,4.0,175.0,2.0,0,0,management,low
Corey Carroll,0,0.4,0.46,2.0,109.0,3.0,0,0,IT,low
Ricky Mann,0,0.76,0.69,4.0,253.0,3.0,0,0,IT,low
Martha Ingram,0,0.99,0.64,3.0,174.0,4.0,0,0,IT,low
Hunter Duncan,0,0.49,0.64,3.0,142.0,4.0,0,0,IT,low
Hester Watson,0,0.94,0.71,3.0,175.0,3.0,0,0,IT,low
Myrtie Montgomery,0,0.54,0.73,4.0,266.0,3.0,0,0,product_mng,low
Eva Harmon,0,0.13,0.93,4.0,253.0,5.0,1,0,product_mng,low
Willie White,0,0.91,0.84,3.0,237.0,2.0,0,0,product_mng,medium
Lewis Miller,0,0.73,0.56,3.0,215.0,3.0,0,0,product_mng,medium
Sara Obrien,0,0.65,0.97,3.0,171.0,3.0,0,0,IT,medium
Jesse Armstrong,0,0.23,0.51,6.0,194.0,4.0,1,0,RandD,medium
Lucy Horton,0,0.23,0.88,5.0,238.0,6.0,0,0,RandD,medium
Rosie Rodriguez,0,0.89,0.51,3.0,249.0,3.0,0,0,RandD,medium
Lura Moreno,0,0.81,0.8,3.0,183.0,2.0,1,0,RandD,medium
Darrell Manning,0,0.51,0.74,3.0,271.0,4.0,0,0,RandD,medium
Bernard Walton,0,0.35,0.81,6.0,256.0,3.0,0,0,RandD,medium
Jacob Freeman,0,0.49,0.66,3.0,169.0,3.0,0,0,marketing,medium
Jim McKinney,0,0.51,0.8,3.0,254.0,2.0,0,0,sales,medium
Edwin Singleton,0,0.66,0.86,4.0,112.0,6.0,0,0,accounting,medium
Augusta Gross,0,0.74,0.96,5.0,222.0,2.0,0,0,support,high
Christine Anderson,0,0.57,0.96,4.0,177.0,2.0,0,0,technical,low
Andre Chambers,0,0.8,0.74,5.0,181.0,4.0,1,0,management,medium
Gene Jacobs,0,0.79,0.84,4.0,144.0,2.0,1,0,marketing,medium
Howard Evans,0,0.74,0.94,4.0,255.0,4.0,0,0,marketing,medium
Phoebe Gutierrez,0,0.74,0.8,3.0,219.0,2.0,0,0,marketing,medium
Vernon Greene,0,0.4,1.0,6.0,206.0,2.0,0,0,sales,low
Clara French,0,0.14,0.71,2.0,155.0,3.0,0,0,sales,low
Barry Logan,0,0.83,0.87,5.0,248.0,3.0,0,0,sales,low
Calvin Rodgers,0,0.76,0.52,4.0,259.0,2.0,0,0,sales,low
Stanley Gregory,0,0.8,0.8,3.0,271.0,4.0,0,0,sales,low
Sophia Adkins,0,0.95,0.38,2.0,103.0,3.0,0,0,sales,low
Myra Watkins,0,0.88,0.76,4.0,159.0,4.0,1,0,sales,low
Nina McCoy,0,0.92,0.85,4.0,184.0,3.0,0,0,sales,low
Charlotte Barrett,0,0.16,0.88,4.0,201.0,6.0,0,0,sales,medium
Roy Hudson,0,0.7,0.63,3.0,157.0,4.0,0,0,sales,medium
Samuel Murray,0,0.71,0.93,3.0,287.0,5.0,0,0,sales,medium
Dean Gibson,0,0.52,0.82,2.0,242.0,3.0,0,0,sales,medium
Carl Marshall,0,0.49,0.58,5.0,246.0,3.0,1,0,sales,medium
Georgie Floyd,0,0.5,0.57,3.0,219.0,3.0,0,0,sales,medium
Austin Mathis,0,0.86,0.94,3.0,212.0,3.0,0,0,sales,medium
Effie Turner,0,0.49,0.99,5.0,262.0,2.0,1,0,sales,medium
Maurice Young,0,0.69,0.91,4.0,128.0,3.0,1,0,sales,medium
Nicholas Jenkins,0,0.96,1.0,3.0,231.0,6.0,0,0,sales,medium
Rodney Andrews,0,0.87,0.54,3.0,260.0,2.0,0,0,sales,medium
Maggie Jennings,0,0.36,0.4,3.0,160.0,3.0,0,0,accounting,medium
Micheal Munoz,0,0.86,1.0,3.0,166.0,3.0,1,0,accounting,medium
Pearl Craig,0,0.79,0.74,4.0,222.0,2.0,0,0,accounting,medium
Allen Pope,0,1.0,0.52,4.0,171.0,4.0,0,0,hr,medium
Melvin Copeland,0,0.88,0.88,3.0,220.0,4.0,0,0,hr,medium
Jason Wallace,0,0.49,0.65,4.0,176.0,3.0,1,0,hr,medium
Leroy Elliott,0,0.52,0.62,3.0,160.0,2.0,0,0,hr,medium
Victoria Boone,0,0.76,0.78,3.0,162.0,3.0,0,0,technical,medium
Olivia Harrison,0,0.69,0.91,3.0,167.0,2.0,0,0,technical,medium
Mayme Wheeler,0,0.69,0.81,5.0,217.0,2.0,0,0,technical,medium
Vera Hanson,0,0.75,0.58,3.0,159.0,3.0,0,0,technical,medium
Carrie Mathis,0,0.47,0.47,4.0,191.0,3.0,0,0,technical,medium
Tony Johnson,0,0.88,1.0,3.0,125.0,3.0,0,0,technical,medium
Nancy Barker,0,0.49,0.43,5.0,210.0,4.0,1,0,technical,medium
Louis Figueroa,0,0.92,0.67,4.0,241.0,3.0,0,0,technical,high
Georgie Patrick,0,0.24,0.48,4.0,145.0,3.0,1,0,technical,high
Lillian Palmer,0,0.69,1.0,5.0,237.0,3.0,0,0,technical,high
Roger Glover,0,0.81,0.57,4.0,213.0,4.0,0,0,technical,high
Sophia Grant,0,0.61,0.48,4.0,257.0,2.0,0,0,support,high
Justin Fisher,0,0.75,0.86,6.0,114.0,4.0,0,0,support,high
Annie Strickland,0,0.69,0.86,4.0,214.0,2.0,0,0,support,high
Lee Griffith,0,0.53,0.49,3.0,191.0,3.0,0,0,support,high
Alice Wells,0,0.93,0.96,4.0,223.0,3.0,1,0,support,high
Glenn Lawson,0,0.15,0.67,5.0,249.0,5.0,0,0,support,high
Jacob Park,0,0.48,0.41,5.0,286.0,3.0,0,0,support,high
Zachary Barber,0,0.67,0.73,4.0,251.0,3.0,0,0,support,high
Isaiah Hardy,0,0.36,0.93,3.0,162.0,5.0,0,0,support,low
Anthony Stewart,0,0.35,0.54,3.0,138.0,4.0,0,0,support,low
Christina Webb,0,0.65,0.62,4.0,235.0,3.0,0,0,support,low
Gene Gross,0,0.8,0.5,4.0,125.0,3.0,0,0,technical,low
Nathaniel Carson,0,0.97,0.96,5.0,210.0,6.0,1,0,technical,low
Bradley Hoffman,0,0.67,0.64,4.0,136.0,3.0,0,0,technical,low
Adele Shaw,0,0.58,0.78,3.0,223.0,3.0,0,0,management,low
Bernice Gonzalez,0,0.61,0.67,3.0,188.0,5.0,0,0,IT,low
Augusta Guerrero,0,0.97,0.66,4.0,214.0,2.0,1,0,IT,low
Jeffrey Beck,0,0.87,0.97,4.0,160.0,3.0,0,0,IT,low
Lulu Manning,0,0.8,0.71,4.0,200.0,2.0,0,0,IT,low
Claudia Hayes,0,0.91,0.55,3.0,223.0,3.0,0,0,IT,low
Harriett Larson,0,0.63,0.73,3.0,272.0,2.0,0,0,product_mng,low
Henrietta King,0,0.79,0.96,4.0,170.0,2.0,0,0,product_mng,low
Frederick Morgan,0,0.89,0.57,2.0,235.0,3.0,1,0,product_mng,low
Nathan Reynolds,0,1.0,0.87,3.0,274.0,3.0,0,0,product_mng,medium
Eugene Crawford,0,0.6,0.73,5.0,203.0,2.0,0,0,IT,medium
Laura Ruiz,0,0.7,0.8,4.0,236.0,2.0,0,0,RandD,medium
Mathilda Ramos,0,0.79,0.81,4.0,203.0,3.0,0,0,RandD,medium
Sadie Erickson,0,0.88,0.72,4.0,249.0,3.0,1,0,RandD,medium
Jackson Castro,0,0.87,0.48,4.0,133.0,2.0,0,0,RandD,medium
Celia Peters,0,0.52,0.58,3.0,203.0,2.0,0,0,RandD,medium
Chester Obrien,0,0.59,0.75,3.0,168.0,3.0,0,0,RandD,medium
Pearl Berry,0,0.64,0.75,4.0,172.0,4.0,0,0,marketing,medium
Genevieve Patterson,0,0.81,0.83,3.0,177.0,2.0,0,0,sales,medium
Aiden Edwards,0,0.87,0.57,3.0,149.0,2.0,0,0,accounting,medium
Eric Hill,0,0.74,0.61,3.0,231.0,2.0,0,0,support,medium
Rebecca Soto,0,0.73,0.89,3.0,226.0,3.0,1,0,technical,high
Linnie Cobb,0,0.97,0.58,4.0,187.0,4.0,1,0,management,high
Jackson Gibson,0,0.54,0.81,3.0,145.0,2.0,0,0,marketing,high
Arthur Mendoza,0,0.59,0.55,4.0,138.0,2.0,0,0,marketing,high
Cora Bryant,0,0.99,0.95,3.0,153.0,4.0,0,0,marketing,high
Albert Cobb,0,0.79,0.75,4.0,168.0,3.0,0,0,sales,high
Shawn Reed,0,0.96,0.37,3.0,111.0,2.0,0,0,sales,high
Lenora Park,0,0.54,0.67,3.0,154.0,2.0,0,0,sales,high
Don Porter,0,0.79,0.84,4.0,171.0,3.0,0,0,sales,low
Russell Rodriquez,0,0.64,0.79,3.0,253.0,2.0,0,0,sales,low
Betty Parsons,0,0.65,0.53,4.0,160.0,3.0,0,0,sales,low
Marguerite Jackson,0,0.87,0.86,3.0,196.0,4.0,0,0,sales,low
Matilda Stewart,0,0.7,0.59,4.0,178.0,3.0,0,0,sales,low
Steve Clark,0,0.89,0.81,3.0,268.0,3.0,0,0,sales,low
Bryan Flowers,0,0.61,0.58,6.0,146.0,3.0,0,0,sales,low
Donald Greer,0,0.9,0.49,4.0,185.0,2.0,0,0,sales,low
Estella Wong,0,0.49,0.54,4.0,247.0,3.0,1,0,sales,medium
Amanda Colon,0,0.85,0.97,4.0,210.0,2.0,0,0,sales,medium
Verna Brooks,0,0.54,0.58,3.0,234.0,3.0,0,0,sales,medium
Nellie Aguilar,0,0.64,0.57,4.0,271.0,2.0,0,0,sales,medium
Noah Harvey,0,0.81,0.77,5.0,102.0,5.0,0,0,sales,medium
Willie Freeman,0,0.49,0.66,3.0,163.0,3.0,0,0,sales,medium
Lena Rowe,0,0.58,0.57,3.0,144.0,4.0,1,0,sales,medium
Christopher Vega,0,0.62,0.49,3.0,172.0,3.0,0,0,sales,medium
Joshua Norton,0,0.8,0.84,3.0,203.0,3.0,1,0,accounting,medium
Benjamin James,0,0.64,0.64,3.0,192.0,3.0,1,0,accounting,medium
Josie Walton,0,0.81,0.86,5.0,159.0,2.0,0,0,accounting,medium
Manuel West,0,0.8,0.74,3.0,159.0,2.0,0,0,hr,medium
